,AGE,CAP_HIT,DATE,EXTENSION,LENGTH,PLAYER,POS,STRUCTURE,TEAM,TYPE,VALUE,id
803,28,2750000,2019,0,4,Richard Pánik,"LW, RW",1-way,WSH,Stnd (UFA),11000000,RichardPánik2019
804,30,3250000,2012,0,3,Rich Peverley,C,1-way,BOS,Stnd (UFA),9750000,RichPeverley2012
805,29,2750000,2018,0,3,Riley Nash,"C, RW",1-way,CBJ,Stnd (UFA),8250000,RileyNash2018
806,32,750000,2021,0,1,Riley Nash,"C, RW",1-way,WPG,Stnd (UFA),750000,RileyNash2021
807,27,900000,2019,0,1,Riley Sheahan,"LW, C",1-way,EDM,Stnd (UFA),900000,RileySheahan2019
808,29,850000,2021,0,1,Riley Sheahan,"LW, C",1-way,SEA,Stnd (UFA),850000,RileySheahan2021
809,27,800000,2022,0,1,Robert Hägg,LD,1-way,DET,Stnd (UFA),800000,RobertHägg2022
810,26,1500000,2018,0,1,Robin Lehner,G,1-way,NYI,Stnd (UFA),1500000,RobinLehner2018
811,27,5000000,2019,0,1,Robin Lehner,G,1-way,CHI,Stnd (UFA),5000000,RobinLehner2019
812,34,3375000,2013,0,4,Rob Scuderi,LD,1-way,PIT,Stnd (UFA),13500000,RobScuderi2013
813,30,2250000,2016,0,1,Roman Polák,RD,1-way,TOR,Stnd (UFA),2250000,RomanPolák2016
814,31,1100000,2017,0,1,Roman Polák,RD,1-way,TOR,Stnd (UFA),1100000,RomanPolák2017
815,32,1300000,2018,0,1,Roman Polák,RD,1-way,DAL,Stnd (UFA),1300000,RomanPolák2018
816,32,2000000,2013,0,1,Ron Hainsey,RD,1-way,CAR,Stnd (UFA),2000000,RonHainsey2013
817,36,3000000,2017,0,2,Ron Hainsey,RD,1-way,TOR,35+ (UFA),6000000,RonHainsey2017
818,38,3500000,2019,0,1,Ron Hainsey,RD,1-way,OTT,35+ (UFA),3500000,RonHainsey2019
819,27,1000000,2013,0,1,Rostislav Olesz,LW,1-way,NJD,Stnd (UFA),1000000,RostislavOlesz2013
820,25,750000,2022,0,1,Rūdolfs Balcers,"LW, RW",1-way,FLA,Stnd (UFA),750000,RūdolfsBalcers2022
821,28,1000000,2019,0,3,Ryan Carpenter,"RW, C",1-way,CHI,Stnd (UFA),3000000,RyanCarpenter2019
822,31,750000,2022,0,1,Ryan Carpenter,"RW, C",1-way,NYR,Stnd (UFA),750000,RyanCarpenter2022
823,25,750000,2021,0,1,Ryan Donato,"LW, C",1-way,SEA,Stnd (UFA),750000,RyanDonato2021
824,26,1200000,2022,0,1,Ryan Donato,"LW, C",1-way,SEA,Stnd (UFA),1200000,RyanDonato2022
825,27,3375000,2019,0,2,Ryan Dzingel,"LW, RW, C",1-way,CAR,Stnd (UFA),6750000,RyanDzingel2019
826,29,1100000,2021,0,1,Ryan Dzingel,"LW, RW, C",1-way,ARI,Stnd (UFA),1100000,RyanDzingel2021
827,30,4850000,2013,0,5,Ryane Clowe,"LW, RW",1-way,NJD,Stnd (UFA),24250000,RyaneClowe2013
828,36,3000000,2021,0,1,Ryan Getzlaf,C,1-way,ANA,35+ (UFA),4500000,RyanGetzlaf2021
829,29,1500000,2013,0,1,Ryan Jones,LW,1-way,EDM,Stnd (UFA),1500000,RyanJones2013
830,25,725000,2020,0,2,Ryan Lomberg,LW,1-way,FLA,Stnd (UFA),1450000,RyanLomberg2020
831,34,700000,2014,0,1,Ryan Malone,LW,1-way,NYR,Stnd (UFA),700000,RyanMalone2014
832,33,6000000,2014,0,3,Ryan Miller,G,1-way,VAN,Stnd (UFA),18000000,RyanMiller2014
833,36,2000000,2017,0,2,Ryan Miller,G,1-way,ANA,35+ (UFA),4000000,RyanMiller2017
834,39,1000000,2020,0,1,Ryan Miller,G,1-way,ANA,35+ (UFA),1000000,RyanMiller2020
835,27,2000000,2021,0,1,Ryan Murray,LD,1-way,COL,Stnd (UFA),2000000,RyanMurray2021
836,28,750000,2022,0,1,Ryan Murray,LD,1-way,EDM,Stnd (UFA),750000,RyanMurray2022
837,27,6150000,2021,0,8,Ryan Pulock,RD,1-way,NYI,Stnd (UFA),49200000,RyanPulock2021
838,36,2250000,2012,0,2,Ryan Smyth,LW,1-way,EDM,35+ (UFA),4500000,RyanSmyth2012
839,28,5000000,2022,0,5,Ryan Strome,"C, RW",1-way,ANA,Stnd (UFA),25000000,RyanStrome2022
840,27,7538462,2012,0,13,Ryan Suter,LD,1-way,MIN,Stnd (UFA),98000000,RyanSuter2012
841,36,3650000,2021,0,4,Ryan Suter,LD,1-way,DAL,35+ (UFA),14600000,RyanSuter2021
842,26,575000,2014,0,1,Ryan White,C,1-way,PHI,Stnd (UFA),575000,RyanWhite2014
843,30,900000,2013,0,1,Ryan Whitney,D,1-way,FLA,Stnd (UFA),900000,RyanWhitney2013
844,30,750000,2022,0,1,Sakari Manninen,"C, LW",1-way,VGK,Stnd (UFA),750000,SakariManninen2022
845,30,850000,2022,0,2,Sam Carrick,"C, RW",1-way,ANA,Stnd (UFA),1700000,SamCarrick2022
846,26,650000,2016,0,1,Sam Gagner,"RW, C",1-way,CBJ,Stnd (UFA),650000,SamGagner2016
847,27,3150000,2017,0,3,Sam Gagner,"RW, C",1-way,VAN,Stnd (UFA),9450000,SamGagner2017
848,31,850000,2021,0,1,Sam Gagner,"RW, C",1-way,DET,Stnd (UFA),850000,SamGagner2021
849,32,750000,2022,0,1,Sam Gagner,"RW, C",1-way,WPG,Stnd (UFA),750000,SamGagner2022
850,37,3750000,2012,0,2,Sami Salo,D,1-way,TBL,35+ (UFA),7500000,SamiSalo2012
851,29,2000000,2021,0,1,Sami Vatanen,LD/RD,1-way,NJD,Stnd (UFA),2000000,SamiVatanen2021
852,24,825000,2022,0,1,Sam Steel,"C, LW",1-way,MIN,Stnd (UFA),825000,SamSteel2022
853,34,1200000,2012,0,2,Scott Clemmensen,G,1-way,FLA,Stnd (UFA),2400000,ScottClemmensen2012
854,33,900000,2013,0,1,Scott Gomez,C,1-way,FLA,Stnd (UFA),900000,ScottGomez2013
855,35,575000,2016,0,1,Scott Gomez,C,1-way,OTT,35+ (UFA),575000,ScottGomez2016
856,33,1000000,2012,0,1,Scott Hannan,D,1-way,NSH,Stnd (UFA),1000000,ScottHannan2012
857,34,1000000,2013,0,1,Scott Hannan,D,1-way,SJS,Stnd (UFA),1000000,ScottHannan2013
858,35,1000000,2014,0,1,Scott Hannan,D,1-way,SJS,35+ (UFA),1000000,ScottHannan2014
859,35,1000000,2017,0,1,Scott Hartnell,LW,1-way,NSH,35+ (UFA),1000000,ScottHartnell2017
860,33,800000,2017,0,1,Scottie Upshall,LW,1-way,STL,Stnd (UFA),800000,ScottieUpshall2017
861,26,1050000,2018,0,2,Scott Wilson,LW,1-way,BUF,Stnd (UFA),2100000,ScottWilson2018
862,28,2500000,2021,0,4,Sean Kuraly,"C, LW",1-way,CBJ,Stnd (UFA),10000000,SeanKuraly2021
863,31,525000,2012,0,1,Sebastien Caron,G,1-way,TBL,Stnd (UFA),525000,SebastienCaron2012
864,31,5000000,2019,0,4,Semyon Varlamov,G,1-way,NYI,Stnd (UFA),20000000,SemyonVarlamov2019
865,30,10000000,2019,0,7,Sergei Bobrovsky,G,1-way,FLA,Stnd (UFA),70000000,SergeiBobrovsky2019
866,25,3000000,2012,0,2,Sergei Kostitsyn,"RW, LW",1-way,NSH,Stnd (UFA),6000000,SergeiKostitsyn2012
867,24,650000,2017,0,1,Seth Griffith,"RW, C",1-way,BUF,Stnd (UFA),650000,SethGriffith2017
868,35,5300000,2012,0,4,Shane Doan,"RW, LW",1-way,ARI,35+ (UFA),21200000,ShaneDoan2012
869,39,3876134,2016,0,1,Shane Doan,"RW, LW",1-way,ARI,35+ (UFA),4839572,ShaneDoan2016
870,31,650000,2014,0,1,Shane O'Brien,LD,1-way,FLA,Stnd (UFA),650000,ShaneOBrien2014
871,36,1750000,2015,0,1,Shawn Horcoff,C,1-way,ANA,35+ (UFA),1750000,ShawnHorcoff2015
872,27,2300000,2015,0,1,Shawn Matthias,"C, LW",1-way,TOR,Stnd (UFA),2300000,ShawnMatthias2015
873,28,2125000,2016,0,2,Shawn Matthias,"C, LW",1-way,WPG,Stnd (UFA),4250000,ShawnMatthias2016
874,36,1200000,2014,0,2,Shawn Thornton,"LW, RW",1-way,FLA,35+ (UFA),2400000,ShawnThornton2014
875,35,3666667,2012,0,3,Sheldon Souray,D,1-way,ANA,35+ (UFA),11000000,SheldonSouray2012
876,34,600000,2014,0,1,Simon Gagne,RW,1-way,BOS,Stnd (UFA),600000,SimonGagne2014
877,26,850000,2020,0,1,Slater Koekkoek,LD/RD,1-way,EDM,Stnd (UFA),850000,SlaterKoekkoek2020
878,27,925000,2021,0,2,Slater Koekkoek,LD/RD,1-way,EDM,Stnd (UFA),1850000,SlaterKoekkoek2021
879,26,750000,2022,0,1,Sonny Milano,"LW, RW",1-way,WSH,Stnd (UFA),750000,SonnyMilano2022
880,27,925000,2020,0,1,Stefan Noesen,"LW, RW",1-way,SJS,Stnd (UFA),925000,StefanNoesen2020
881,30,4900000,2013,0,5,Stephen Weiss,C,1-way,DET,Stnd (UFA),24500000,StephenWeiss2013
882,30,750000,2015,0,1,Steve Bernier,RW,1-way,NYI,Stnd (UFA),750000,SteveBernier2015
883,27,1000000,2014,0,1,Steve Downie,"RW, LW",1-way,PIT,Stnd (UFA),1000000,SteveDownie2014
884,28,1750000,2015,0,1,Steve Downie,"RW, LW",1-way,ARI,Stnd (UFA),1750000,SteveDownie2015
885,28,750000,2012,0,1,Steve Eminger,D,1-way,NYR,Stnd (UFA),750000,SteveEminger2012
886,29,4100000,2017,0,2,Steve Mason,G,1-way,WPG,Stnd (UFA),8200000,SteveMason2017
887,25,1000000,2015,0,1,Steve Moses,RW,1-way,NSH,Stnd (UFA),1000000,SteveMoses2015
888,31,650000,2017,0,2,Steve Oleksy,RD,1-way,ANA,Stnd (UFA),1300000,SteveOleksy2017
889,31,2600000,2014,0,2,Steve Ott,"C, LW",1-way,STL,Stnd (UFA),5200000,SteveOtt2014
890,37,1850000,2012,0,1,Steve Sullivan,LW,1-way,ARI,35+ (UFA),2600000,SteveSullivan2012
891,25,750000,2012,0,2,Stu Bickel,"D, RW",1-way,NYR,Stnd (UFA),1500000,StuBickel2012
892,24,600000,2013,0,1,T.J. Brennan,LD,1-way,TOR,Stnd (UFA),600000,T.J.Brennan2013
893,28,1100000,2012,0,2,Tanner Glass,LW,1-way,WPG,Stnd (UFA),2200000,TannerGlass2012
894,33,650000,2017,0,1,Tanner Glass,LW,1-way,CGY,Stnd (UFA),650000,TannerGlass2017
895,28,700000,2015,0,1,Taylor Chorney,RD,1-way,WSH,Stnd (UFA),700000,TaylorChorney2015
896,28,8000000,2020,0,1,Taylor Hall,LW,1-way,BUF,Stnd (UFA),8000000,TaylorHall2020
897,30,1600000,2016,0,1,Teddy Purcell,"RW, LW",1-way,LAK,Stnd (UFA),1600000,TeddyPurcell2016
898,41,4500000,2012,0,1,Teemu Selanne,RW,1-way,ANA,35+ (UFA),4500000,TeemuSelanne2012
899,42,2000000,2013,0,1,Teemu Selanne,RW,1-way,ANA,35+ (UFA),2000000,TeemuSelanne2013
900,27,750000,2013,0,1,Thomas Greiss,G,1-way,ARI,Stnd (UFA),750000,ThomasGreiss2013
901,34,3600000,2020,0,2,Thomas Greiss,G,1-way,DET,Stnd (UFA),7200000,ThomasGreiss2020
902,36,1250000,2022,0,1,Thomas Greiss,G,1-way,STL,35+ (UFA),1500000,ThomasGreiss2022
903,29,2500000,2018,0,4,Thomas Hickey,LD,1-way,NYI,Stnd (UFA),10000000,ThomasHickey2018
904,29,575000,2015,0,1,Thomas Raffl,"LW, RW",1-way,WPG,Stnd (UFA),575000,ThomasRaffl2015
905,30,6500000,2014,0,3,Thomas Vanek,"LW, RW",1-way,MIN,Stnd (UFA),19500000,ThomasVanek2014
906,32,2600000,2016,0,1,Thomas Vanek,"LW, RW",1-way,DET,Stnd (UFA),2600000,ThomasVanek2016
907,33,2000000,2017,0,1,Thomas Vanek,"LW, RW",1-way,VAN,Stnd (UFA),2000000,ThomasVanek2017
908,34,3000000,2018,0,1,Thomas Vanek,"LW, RW",1-way,DET,Stnd (UFA),3000000,ThomasVanek2018
909,31,1200000,2014,0,1,Tim Gleason,D,1-way,CAR,Stnd (UFA),1200000,TimGleason2014
910,28,960000,2019,0,1,Tim Heed,RD,1-way,SJS,Stnd (UFA),960000,TimHeed2019
911,27,1900000,2018,0,2,Tim Schaller,LW,1-way,VAN,Stnd (UFA),3800000,TimSchaller2018
912,39,2500000,2013,0,1,Tim Thomas,G,1-way,FLA,35+ (UFA),3750000,TimThomas2013
913,30,5000000,2020,0,4,TJ Brodie,LD/RD,1-way,TOR,Stnd (UFA),20000000,TJBrodie2020
914,26,700000,2014,0,1,TJ Galiardi,LW,1-way,WPG,Stnd (UFA),750000,TJGaliardi2014
915,25,2000000,2018,0,1,Tobias Rieder,"RW, LW",1-way,EDM,Stnd (UFA),2000000,TobiasRieder2018
916,27,700000,2020,0,1,Tobias Rieder,"RW, LW",1-way,BUF,Stnd (UFA),700000,TobiasRieder2020
917,31,750000,2015,0,1,Tomas Fleischmann,LW,1-way,MTL,Stnd (UFA),750000,TomasFleischmann2015
918,26,750000,2019,0,1,Tomas Jurco,"RW, LW",1-way,EDM,Stnd (UFA),750000,TomasJurco2019
919,27,700000,2020,0,1,Tomas Jurco,"RW, LW",1-way,VGK,Stnd (UFA),700000,TomasJurco2020
920,26,1000000,2019,0,1,Tomas Nosek,"LW, C",1-way,VGK,Stnd (UFA),1000000,TomasNosek2019
921,27,1250000,2020,0,1,Tomas Nosek,"LW, C",1-way,VGK,Stnd (UFA),1250000,TomasNosek2020
922,28,1750000,2021,0,2,Tomas Nosek,"LW, C",1-way,BOS,Stnd (UFA),3500000,TomasNosek2021
923,35,2250000,2018,0,1,Tomas Plekanec,C,1-way,MTL,35+ (UFA),3500000,TomasPlekanec2018
924,30,4500000,2021,0,2,Tomas Tatar,"LW, RW",1-way,NJD,Stnd (UFA),9000000,TomasTatar2021
925,30,900000,2013,0,1,Tom Gilbert,RD,1-way,FLA,Stnd (UFA),900000,TomGilbert2013
926,33,1400000,2016,0,1,Tom Gilbert,RD,1-way,LAK,Stnd (UFA),1400000,TomGilbert2016
927,26,700000,2018,0,1,Tom Kühnhackl,RW,1-way,NYI,Stnd (UFA),700000,TomKühnhackl2018
928,29,750000,2017,0,1,Tommy Wingels,"RW, LW",1-way,CHI,Stnd (UFA),750000,TommyWingels2017
929,29,6500000,2020,0,7,Torey Krug,LD,1-way,STL,Stnd (UFA),45500000,ToreyKrug2020
930,27,1900000,2012,0,3,Torrey Mitchell,"C, RW",1-way,MIN,Stnd (UFA),5700000,TorreyMitchell2012
931,26,700000,2020,0,1,Travis Boyd,"C, RW",1-way,TOR,Stnd (UFA),700000,TravisBoyd2020
932,27,750000,2021,0,1,Travis Boyd,"C, RW",1-way,ARI,Stnd (UFA),750000,TravisBoyd2021
933,30,3000000,2021,0,2,Travis Hamonic,RD,1-way,VAN,Stnd (UFA),6000000,TravisHamonic2021
934,33,3166666,2017,0,3,Trevor Daley,RD,1-way,DET,Stnd (UFA),9500000,TrevorDaley2017
935,34,800000,2021,0,1,Trevor Lewis,"RW, C",1-way,CGY,Stnd (UFA),800000,TrevorLewis2021
936,35,800000,2022,0,1,Trevor Lewis,"RW, C",1-way,CGY,35+ (UFA),1000000,TrevorLewis2022
937,28,550000,2013,0,1,Trevor Smith,C,1-way,TOR,Stnd (UFA),550000,TrevorSmith2013
938,29,550000,2014,0,1,Trevor Smith,C,1-way,TOR,Stnd (UFA),550000,TrevorSmith2014
939,28,800000,2020,0,1,Trevor van Riemsdyk,RD,1-way,WSH,Stnd (UFA),800000,TrevorvanRiemsdyk2020
940,29,600000,2014,0,1,Troy Bodie,RW,1-way,TOR,Stnd (UFA),600000,TroyBodie2014
941,30,4500000,2016,0,4,Troy Brouwer,"LW, RW",1-way,CGY,Stnd (UFA),18000000,TroyBrouwer2016
942,32,850000,2018,0,1,Troy Brouwer,"LW, RW",1-way,FLA,Stnd (UFA),850000,TroyBrouwer2018
943,32,750000,2022,0,1,Troy Grosenick,G,1-way,PHI,Stnd (UFA),750000,TroyGrosenick2022
944,26,1700000,2020,0,2,Troy Stecher,RD,1-way,DET,Stnd (UFA),3400000,TroyStecher2020
945,28,1250000,2022,0,1,Troy Stecher,RD,1-way,ARI,Stnd (UFA),1250000,TroyStecher2022
946,28,2500000,2021,0,4,Tucker Poolman,RD,1-way,VAN,Stnd (UFA),10000000,TuckerPoolman2021
947,28,750000,2022,0,1,Turner Elson,LW,1-way,DET,Stnd (UFA),750000,TurnerElson2022
948,34,1000000,2022,0,1,Tuukka Rask,G,1-way,BOS,Stnd (UFA),1000000,TuukkaRask2022
949,27,4200000,2013,0,5,Tyler Bozak,"C, RW",1-way,TOR,Stnd (UFA),21000000,TylerBozak2013
950,32,5000000,2018,0,3,Tyler Bozak,"C, RW",1-way,STL,Stnd (UFA),15000000,TylerBozak2018
951,35,750000,2021,0,1,Tyler Bozak,"C, RW",1-way,STL,35+ (UFA),2000000,TylerBozak2021
952,28,650000,2018,0,1,Tyler Ennis,"LW, RW",1-way,TOR,Stnd (UFA),650000,TylerEnnis2018
953,29,800000,2019,0,1,Tyler Ennis,"LW, RW",1-way,OTT,Stnd (UFA),800000,TylerEnnis2019
954,30,1000000,2020,0,1,Tyler Ennis,"LW, RW",1-way,EDM,Stnd (UFA),1000000,TylerEnnis2020
955,31,900000,2021,0,1,Tyler Ennis,"LW, RW",1-way,OTT,Stnd (UFA),900000,TylerEnnis2021
956,27,1350000,2022,0,1,Tyler Motte,"LW, RW",1-way,OTT,Stnd (UFA),1350000,TylerMotte2022
957,29,6000000,2019,0,5,Tyler Myers,RD,1-way,VAN,Stnd (UFA),30000000,TylerMyers2019
958,25,1000000,2017,0,3,Tyler Pitlick,RW,1-way,DAL,Stnd (UFA),3000000,TylerPitlick2017
959,28,1750000,2020,0,2,Tyler Pitlick,RW,1-way,ARI,Stnd (UFA),3500000,TylerPitlick2020
960,30,750000,2022,0,1,Tyler Pitlick,RW,1-way,STL,Stnd (UFA),750000,TylerPitlick2022
961,28,4250000,2020,0,4,Tyler Toffoli,"RW, LW",1-way,MTL,Stnd (UFA),17000000,TylerToffoli2020
962,28,3750000,2020,0,1,Tyson Barrie,RD,1-way,EDM,Stnd (UFA),3750000,TysonBarrie2020
963,29,4500000,2021,0,3,Tyson Barrie,RD,1-way,EDM,Stnd (UFA),13500000,TysonBarrie2021
964,30,4500000,2017,0,2,Vadim Shipachyov,C,1-way,VGK,Stnd (UFA),9000000,VadimShipachyov2017
965,24,850000,2019,0,1,Valeri Nichushkin,"RW, LW",1-way,COL,Stnd (UFA),850000,ValeriNichushkin2019
966,29,5000000,2013,0,5,Valtteri Filppula,"C, LW",1-way,TBL,Stnd (UFA),25000000,ValtteriFilppula2013
967,34,2750000,2018,0,1,Valtteri Filppula,"C, LW",1-way,NYI,Stnd (UFA),2750000,ValtteriFilppula2018
968,35,3000000,2019,0,2,Valtteri Filppula,"C, LW",1-way,DET,35+ (UFA),6000000,ValtteriFilppula2019
969,34,1250000,2014,0,2,Vernon Fiddler,"C, LW",1-way,DAL,Stnd (UFA),2500000,VernonFiddler2014
970,36,1250000,2016,0,1,Vernon Fiddler,"C, LW",1-way,NJD,35+ (UFA),1250000,VernonFiddler2016
971,24,750000,2022,0,1,Victor Mete,LD/RD,1-way,TOR,Stnd (UFA),750000,VictorMete2022
972,27,3000000,2013,0,4,Viktor Stalberg,"LW, RW",1-way,NSH,Stnd (UFA),12000000,ViktorStalberg2013
973,29,1100000,2015,0,1,Viktor Stalberg,"LW, RW",1-way,NYR,Stnd (UFA),1100000,ViktorStalberg2015
974,30,1500000,2016,0,1,Viktor Stalberg,"LW, RW",1-way,CAR,Stnd (UFA),1500000,ViktorStalberg2016
975,27,1040000,2015,0,1,Viktor Tikhonov,"C, RW",1-way,CHI,Stnd (UFA),1040000,ViktorTikhonov2015
976,33,4500000,2013,0,5,Vincent Lecavalier,"C, LW",1-way,PHI,Stnd (UFA),22500000,VincentLecavalier2013
977,28,725000,2017,0,2,Vincent LoVerde,RD,1-way,TOR,Stnd (UFA),1450000,VincentLoVerde2017
978,28,5625000,2022,0,7,Vincent Trocheck,"C, RW",1-way,NYR,Stnd (UFA),39375000,VincentTrocheck2022
979,26,1000000,2020,0,1,Vinnie Hinostroza,"RW, LW",1-way,FLA,Stnd (UFA),1000000,VinnieHinostroza2020
980,27,1050000,2021,0,1,Vinnie Hinostroza,"RW, LW",1-way,BUF,Stnd (UFA),1050000,VinnieHinostroza2021
981,28,2725000,2017,0,1,Vladimír Sobotka,"LW, C",1-way,STL,Stnd (UFA),2725000,VladimírSobotka2017
982,27,2000000,2020,0,2,Vladislav Namestnikov,"LW, RW, C",1-way,DET,Stnd (UFA),4000000,VladislavNamestnikov2020
983,29,2500000,2022,0,1,Vladislav Namestnikov,"LW, RW, C",1-way,TBL,Stnd (UFA),2500000,VladislavNamestnikov2022
984,35,1000000,2013,0,1,Wade Redden,D,1-way,STL,35+ (UFA),1000000,WadeRedden2013
985,30,5000000,2019,0,1,Wayne Simmonds,"RW, LW",1-way,NJD,Stnd (UFA),5000000,WayneSimmonds2019
986,31,1500000,2020,0,1,Wayne Simmonds,"RW, LW",1-way,TOR,Stnd (UFA),1500000,WayneSimmonds2020
987,37,4250000,2014,0,2,Willie Mitchell,LD,1-way,FLA,35+ (UFA),8500000,WillieMitchell2014
988,28,612500,2016,0,2,Will O'Neill,LD,1-way,PHI,Stnd (UFA),1225000,WillONeill2016
989,26,600000,2012,0,1,Wojtek Wolski,RW,1-way,WSH,Stnd (UFA),600000,WojtekWolski2012
990,24,650000,2013,0,1,Yannick Weber,RD,1-way,VAN,Stnd (UFA),650000,YannickWeber2013
991,26,1500000,2015,0,1,Yannick Weber,RD,1-way,VAN,Stnd (UFA),1500000,YannickWeber2015
992,27,575000,2016,0,1,Yannick Weber,RD,1-way,NSH,Stnd (UFA),575000,YannickWeber2016
993,32,3000000,2015,0,1,Yevgeni Medvedev,RD,1-way,PHI,Stnd (UFA),3000000,YevgeniMedvedev2015
994,27,700000,2017,0,1,Yohann Auvitu,"LD, LW",1-way,EDM,Stnd (UFA),700000,YohannAuvitu2017
995,27,850000,2022,0,1,Zachary Sanford,"LW, RW",1-way,NSH,Stnd (UFA),850000,ZacharySanford2022
996,27,840630,2022,0,1,Zach Aston-Reese,"LW, RW",1-way,TOR,Stnd (UFA),840630,ZachAston-Reese2022
997,29,1000000,2020,0,1,Zach Bogosian,RD,1-way,TOR,Stnd (UFA),1000000,ZachBogosian2020
998,30,850000,2021,0,3,Zach Bogosian,RD,1-way,TBL,Stnd (UFA),2550000,ZachBogosian2021
999,29,5500000,2021,0,7,Zach Hyman,"RW, LW",1-way,EDM,Stnd (UFA),38500000,ZachHyman2021
1000,27,7538462,2012,0,13,Zach Parise,LW,1-way,MIN,Stnd (UFA),98000000,ZachParise2012
1001,36,750000,2021,0,1,Zach Parise,LW,1-way,NYI,35+ (UFA),1500000,ZachParise2021
1002,27,612500,2016,0,2,Zach Redmond,RD,1-way,MTL,Stnd (UFA),1225000,ZachRedmond2016
1003,25,650000,2016,0,1,Zach Trotman,RD,1-way,LAK,Stnd (UFA),650000,ZachTrotman2016
1004,43,795000,2020,0,1,Zdeno Chara,LD,1-way,WSH,35+ (UFA),1525000,ZdenoChara2020
1005,44,750000,2021,0,1,Zdeno Chara,LD,1-way,NYI,35+ (UFA),1500000,ZdenoChara2021
